Año,Ranking,País,Valor FOB (USD),Valor Neto
2001,1,ESTADOS UNIDOS,"238,079.87","243,159.34"
2001,2,ESPAÑA,"92,619.24","55,157.43"
2001,3,ALEMANIA,"79,887.47","66,179.06"
2001,4,HOLANDA,"33,346.07","23,758.84"
2001,5,MEXICO,"29,284.56","32,603.21"
2001,6,FRANCIA,"26,000.39","16,369.22"
2001,7,INGLATERRA,"20,002.46","12,901.12"
2001,8,JAPON,"17,353.77","9,648.38"
2001,9,CHILE,"16,520.47","38,000.24"
2001,10,BOLIVIA,"15,055.96","13,064.67"
2001,11,COLOMBIA,"15,030.78","27,177.06"
2001,12,CANADA,"14,663.39","13,342.50"
2001,13,ECUADOR,"12,981.62","35,394.05"
2001,14,VENEZUELA,"12,912.27","20,415.30"
2001,15,ITALIA,"11,535.70","6,389.74"
2001,16,BELGICA,"9,546.57","7,039.75"
2001,17,HAITI,"7,679.68","10,488.56"
2001,18,BRASIL,"7,526.32","7,974.62"
2001,19,HONG KONG,"6,523.72","8,814.20"
2001,20,SUECIA,"5,789.08","4,794.82"
2001,21,DINAMARCA,"5,649.66","5,299.91"
2001,22,"COREA (SUR), REPUBLICA DE","5,417.57","4,621.24"
2001,23,SUIZA,"5,213.93","4,519.18"
2001,24,ARGENTINA,"4,487.56","2,757.13"
2001,25,PUERTO RICO,"4,047.10","3,642.16"
2001,26,AUSTRALIA,"3,690.56","2,059.44"
2001,27,REPUBLICA DOMINICANA,"3,387.68","3,448.68"
2001,28,ANTILLAS HOLANDESAS,"2,602.30",405.68
2001,29,GUATEMALA,"2,570.18","4,505.26"
2001,30,PORTUGAL,"2,321.59","2,330.60"
2001,31,CHINA,"1,792.04","3,276.34"
2001,32,PANAMA,"1,447.69","1,083.16"
2001,33,EL SALVADOR,"1,040.71",309.78
2001,34,NORUEGA,"1,031.47",981.81
2001,35,FINLANDIA,955.40,862.39
2001,36,BAHAMAS,892.70,"1,034.89"
2001,37,COSTA RICA,826.66,"1,245.70"
2001,38,LIBANO,798.30,570.20
2001,39,BERMUDAS,726.83,733.48
2001,40,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",665.33,320.79
2001,41,POLONIA,608.90,400.79
2001,42,TAIWAN (FORMOSA),520.39,313.48
2001,43,NICARAGUA,416.20,168.93
2001,44,TRINIDAD Y TOBAGO,414.16,547.46
2001,45,GUYANA,404.72,467.17
2001,46,AUSTRIA,371.22,379.84
2001,47,JAMAICA,362.65,450.17
2001,48,HUNGRIA,326.68,6.81
2001,49,RUSIA,318.43,193.88
2001,50,SINGAPUR,279.13,195.23
2001,51,GUADALUPE,272.59,193.12
2001,52,ARUBA,265.65,176.64
2001,53,ISRAEL,241.56,200.76
2001,54,"SUDAFRICA, REPUBLICA DE",227.78,66.52
2001,55,BANGLADESH,220.85,123.00
2001,56,URUGUAY,215.04,202.37
2001,57,EGIPTO,187.89,53.11
2001,58,VIET NAM,185.51,91.37
2001,59,NUEVA ZELANDA,180.47,170.38
2001,60,GRECIA,152.03,206.08
2001,61,MALAYSIA,124.94,176.94
2001,62,TAILANDIA,122.67,50.08
2001,63,HONDURAS,120.09,72.14
2001,64,EMIRATOS ARABES UNIDOS,89.24,27.41
2001,65,PARAGUAY,84.20,81.05
2001,66,FILIPINAS,78.17,53.48
2001,67,BARBADOS,64.94,44.45
2001,68,TURQUIA,51.90,0.76
2001,69,RUMANIA,42.24,37.95
2001,70,MALTA,42.12,41.95
2001,71,PAPUASIA NUEVA GUINEA,40.01,18.98
2001,72,CUBA,36.47,68.89
2001,73,SAWSILANDIA,35.97,37.95
2001,74,SANTA LUCIA,34.81,36.35
2001,75,"VIRGENES, ISLAS (NORTEAMERICANAS)",31.43,37.39
2001,76,IRLANDA (EIRE),28.10,13.54
2001,77,JORDANIA,28.04,30.50
2001,78,LUXEMBURGO,27.00,15.40
2001,79,ANDORRA,25.60,12.11
2001,80,ANGOLA,24.20,22.18
2001,81,MARRUECOS,24.14,19.04
2001,82,REPUBLICA CHECA,23.35,1.87
2001,83,BULGARIA,21.45,4.97
2001,84,"LAOS, REPUBLICA POPULAR DEMOCRATICA DE",18.96,12.00
2001,85,SAN VICENTE Y LAS GRANADINAS,17.46,18.66
2001,86,INDIA,17.03,3.35
2001,87,UCRANIA,14.13,44.13
2001,88,GUINEA,13.39,8.55
2001,89,REUNION,12.58,4.31
2001,90,"IRAN, REPUBLICA ISLAMICA DEL",5.66,0.35
2001,91,PERU,3.12,517.03
2001,92,INDONESIA,2.71,0.48
2001,93,ESLOVAQUIA,1.91,0.02
2001,94,BOSNIA-HERZEGOVINA,1.39,0.04
2001,95,ZONA NEUTRAL (PALESTINA),0.22,0.11
2000,1,ESTADOS UNIDOS,"244,985.08","219,522.24"
2000,2,ALEMANIA,"88,304.96","53,716.41"
2000,3,ESPAÑA,"84,269.92","45,434.18"
2000,4,MEXICO,"32,466.31","32,053.82"
2000,5,HOLANDA,"31,425.58","19,914.56"
2000,6,JAPON,"20,915.93","10,182.13"
2000,7,FRANCIA,"20,671.48","11,089.46"
2000,8,INGLATERRA,"19,371.89","9,754.23"
2000,9,CHILE,"17,989.74","27,661.87"
2000,10,ANTILLAS HOLANDESAS,"13,723.16",807.75
2000,11,BOLIVIA,"11,468.05","9,780.02"
2000,12,ITALIA,"11,072.21","6,059.91"
2000,13,ECUADOR,"10,909.47","26,711.53"
2000,14,BELGICA,"10,718.35","7,365.31"
2000,15,VENEZUELA,"10,647.84","12,062.64"
2000,16,COLOMBIA,"9,827.82","18,168.93"
2000,17,BRASIL,"8,154.24","7,019.86"
2000,18,DINAMARCA,"7,566.34","5,631.06"
2000,19,CANADA,"7,094.99","4,873.79"
2000,20,ARGENTINA,"6,850.38","5,193.63"
2000,21,"COREA (SUR), REPUBLICA DE","5,150.37","2,922.66"
2000,22,REPUBLICA DOMINICANA,"4,654.89","7,270.48"
2000,23,SUIZA,"3,590.20","3,787.57"
2000,24,SUECIA,"3,247.87","1,894.04"
2000,25,HONG KONG,"3,194.73","5,101.08"
2000,26,NORUEGA,"2,785.64","1,641.74"
2000,27,HAITI,"2,633.31","3,300.23"
2000,28,PORTUGAL,"2,489.41","2,844.86"
2000,29,AUSTRALIA,"2,343.29","1,254.08"
2000,30,CHINA,"2,099.70","2,454.04"
2000,31,PUERTO RICO,"2,036.00","2,263.80"
2000,32,PANAMA,"2,027.99","1,259.18"
2000,33,GUATEMALA,"1,935.20","2,640.44"
2000,34,FINLANDIA,"1,603.48",865.95
2000,35,EL SALVADOR,"1,114.99",362.28
2000,36,COSTA RICA,"1,105.36","1,367.19"
2000,37,LIBANO,"1,096.16","1,266.25"
2000,38,TAIWAN (FORMOSA),769.02,770.02
2000,39,ARUBA,622.13,148.34
2000,40,TRINIDAD Y TOBAGO,502.93,790.67
2000,41,IRLANDA (EIRE),487.40,63.79
2000,42,BAHAMAS,467.79,584.98
2000,43,HUNGRIA,435.36,23.07
2000,44,URUGUAY,393.64,221.19
2000,45,INDIA,390.82,339.89
2000,46,JAMAICA,388.71,602.76
2000,47,NICARAGUA,339.27,258.56
2000,48,ISRAEL,323.69,248.25
2000,49,"SUDAFRICA, REPUBLICA DE",314.22,76.00
2000,50,POLONIA,262.44,212.06
2000,51,INDONESIA,260.94,223.91
2000,52,BERMUDAS,244.11,211.90
2000,53,NUEVA ZELANDA,228.32,159.99
2000,54,GUADALUPE,228.08,193.90
2000,55,AUSTRIA,214.41,313.42
2000,56,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",209.92,76.65
2000,57,CUBA,189.17,88.87
2000,58,"SIRIA, REPUBLICA ARABE DE",179.21,90.01
2000,59,HONDURAS,167.65,131.47
2000,60,FILIPINAS,164.58,253.85
2000,61,TAILANDIA,142.02,83.13
2000,62,CHIPRE,132.89,128.35
2000,63,RUSIA,127.21,127.92
2000,64,BANGLADESH,121.35,63.00
2000,65,MALAYSIA,110.57,97.59
2000,66,JORDANIA,97.54,107.16
2000,67,TURQUIA,96.25,59.77
2000,68,ARABIA SAUDITA,90.93,105.75
2000,69,MARRUECOS,88.94,"2,218.97"
2000,70,GRECIA,80.85,63.31
2000,71,BARBADOS,80.46,138.59
2000,72,KUWAIT,68.85,45.96
2000,73,MALTA,61.15,83.40
2000,74,GUYANA,58.91,74.78
2000,75,PAPUASIA NUEVA GUINEA,54.18,18.98
2000,76,PERU,53.45,87.78
2000,77,MARTINICA,49.64,42.00
2000,78,PARAGUAY,44.84,35.82
2000,79,REPUBLICA ARABE UNIDA,43.09,15.00
2000,80,SINGAPUR,36.25,23.56
2000,81,EGIPTO,34.69,14.33
2000,82,ANGOLA,28.07,22.81
2000,83,EMIRATOS ARABES UNIDOS,23.29,21.00
2000,84,NIGERIA,21.20,18.65
2000,85,TONGA,19.00,10.00
2000,86,YEMEN,16.79,21.50
2000,87,REPUBLICA CHECA,12.72,0.34
2000,88,LIECHTENSTEIN,11.35,6.75
2000,89,PAKISTAN,11.35,22.00
2000,90,"VIRGENES, ISLAS (BRITANICAS)",10.52,2.56
2000,91,UCRANIA,10.30,2.05
2000,92,"CAMERUN,REPUBLICA UNIDA DEL",9.22,9.63
2000,93,SAWSILANDIA,4.38,2.68
2000,94,RUMANIA,4.30,4.80
2000,95,BULGARIA,3.77,0.03
2000,96,GUAYANA FRANCESA,0.52,0.07
2000,97,MAURICIO,0.35,0.02
2000,98,ZONAS FRANCAS DEL PERU,0.07,0.05
2000,99,ESCOCIA,0.01,0.00
2004,1,ESTADOS UNIDOS,"413,961.78","356,563.57"
2004,2,ESPAÑA,"144,651.38","89,148.62"
2004,3,ALEMANIA,"124,220.57","78,166.24"
2004,4,HOLANDA,"67,663.89","53,870.58"
2004,5,FRANCIA,"53,778.12","29,277.29"
2004,6,MEXICO,"50,538.52","56,366.86"
2004,7,INGLATERRA,"48,115.62","31,188.45"
2004,8,BELGICA,"44,641.43","33,547.75"
2004,9,ECUADOR,"34,787.44","52,446.71"
2004,10,COLOMBIA,"23,707.03","36,436.69"
2004,11,JAPON,"19,533.37","10,939.88"
2004,12,CANADA,"18,613.76","15,500.15"
2004,13,BOLIVIA,"18,375.57","13,216.54"
2004,14,CHILE,"16,461.48","30,074.13"
2004,15,HAITI,"16,441.64","19,362.02"
2004,16,ITALIA,"16,300.33","9,153.97"
2004,17,VENEZUELA,"13,297.16","13,438.62"
2004,18,HONG KONG,"11,211.38","15,647.57"
2004,19,CHINA,"11,103.82","16,271.66"
2004,20,BRASIL,"9,325.55","11,578.12"
2004,21,SUECIA,"8,555.74","6,418.65"
2004,22,REPUBLICA DOMINICANA,"8,485.67","11,019.53"
2004,23,AUSTRALIA,"6,711.95","4,164.82"
2004,24,"COREA (SUR), REPUBLICA DE","5,743.00","3,345.20"
2004,25,URUGUAY,"5,666.78","3,359.81"
2004,26,PUERTO RICO,"5,269.59","5,215.65"
2004,27,DINAMARCA,"4,451.57","3,941.69"
2004,28,GUATEMALA,"4,374.35","7,064.79"
2004,29,ARGENTINA,"4,286.10","3,304.05"
2004,30,MAURITANIA,"3,530.51","3,627.67"
2004,31,SUIZA,"3,306.05","2,349.48"
2004,32,FINLANDIA,"3,272.59","2,177.29"
2004,33,PANAMA,"3,272.17","3,655.10"
2004,34,BAHAMAS,"2,632.18","3,062.72"
2004,35,PORTUGAL,"2,391.11","2,911.82"
2004,36,TRINIDAD Y TOBAGO,"2,316.77","2,924.43"
2004,37,NORUEGA,"1,984.94","1,270.76"
2004,38,HONDURAS,"1,351.40","2,411.40"
2004,39,ISRAEL,"1,298.05",839.03
2004,40,IRLANDA (EIRE),"1,272.23","1,543.17"
2004,41,VIET NAM,"1,260.05",580.51
2004,42,TAIWAN (FORMOSA),"1,149.06","1,396.86"
2004,43,COSTA RICA,"1,023.37",913.31
2004,44,GRECIA,"1,005.10","1,245.17"
2004,45,JAMAICA,"1,000.83",955.03
2004,46,TURQUIA,975.87,239.81
2004,47,NUEVA ZELANDA,975.83,"1,983.41"
2004,48,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",918.59,546.46
2004,49,EL SALVADOR,910.74,505.76
2004,50,HUNGRIA,786.72,279.54
2004,51,POLONIA,752.28,421.23
2004,52,SINGAPUR,750.36,474.56
2004,53,SANTA LUCIA,742.24,850.11
2004,54,NIGERIA,711.10,634.03
2004,55,GAMBIA,671.57,767.07
2004,56,ANTILLAS HOLANDESAS,658.01,686.52
2004,57,BELICE,624.83,751.98
2004,58,GUYANA,590.80,674.32
2004,59,GUINEA,568.58,673.64
2004,60,SAN CRISTOBAL Y NIEVES,559.71,677.15
2004,61,LIBANO,555.79,449.39
2004,62,TAILANDIA,531.45,247.91
2004,63,EMIRATOS ARABES UNIDOS,514.06,772.12
2004,64,MALAYSIA,488.83,276.76
2004,65,INDONESIA,457.95,393.76
2004,66,ARABIA SAUDITA,447.64,740.45
2004,67,LIBERIA,374.84,393.92
2004,68,RUMANIA,372.87,364.11
2004,69,ARUBA,336.44,407.43
2004,70,FILIPINAS,319.66,304.95
2004,71,NICARAGUA,315.97,451.33
2004,72,"SUDAFRICA, REPUBLICA DE",306.63,185.33
2004,73,KUWAIT,276.84,339.23
2004,74,ANTIGUA Y BARBUDA,265.61,290.38
2004,75,RUSIA,264.71,129.42
2004,76,INDIA,264.57,303.72
2004,77,GUADALUPE,263.79,234.10
2004,78,BANGLADESH,257.03,175.00
2004,79,EGIPTO,246.54,25.56
2004,80,BARBADOS,242.75,242.13
2004,81,COSTA DE MARFIL,232.55,260.93
2004,82,ZONAS FRANCAS DEL PERU,222.74,280.95
2004,83,TOGO,222.43,243.14
2004,84,DOMINICA,203.27,233.18
2004,85,REPUBLICA CHECA,202.56,70.83
2004,86,LIBIA,186.46,163.72
2004,87,MARRUECOS,180.61,116.61
2004,88,SURINAM,152.94,194.72
2004,89,ANDORRA,150.79,69.60
2004,90,BAHREIN,144.20,163.72
2004,91,PAKISTAN,142.33,152.09
2004,92,SENEGAL,140.66,141.14
2004,93,MARTINICA,138.24,96.11
2004,94,"IRAN, REPUBLICA ISLAMICA DEL",134.06,94.88
2004,95,SAN VICENTE Y LAS GRANADINAS,133.73,144.43
2004,96,MALTA,133.58,132.55
2004,97,LITUANIA,132.50,4.50
2004,98,"VIRGENES, ISLAS (BRITANICAS)",131.34,159.33
2004,99,CUBA,130.80,129.57
2004,100,CONGO,118.49,120.85
2004,101,JORDANIA,107.32,95.80
2004,102,BENIN,99.75,85.68
2004,103,AFGANISTAN,84.81,37.68
2004,104,TUNICIA,82.09,56.92
2004,105,AUSTRIA,76.29,21.93
2004,106,"CAMERUN,REPUBLICA UNIDA DEL",75.32,69.33
2004,107,TOKELAU,71.74,0.75
2004,108,"CAIMAN,ISLAS",64.85,79.66
2004,109,CABO VERDE,64.00,125.00
2004,110,CROACIA,59.87,30.57
2004,111,YUGOSLAVIA,51.20,18.70
2004,112,ARGELIA,47.90,39.89
2004,113,LETONIA,39.07,10.00
2004,114,BULGARIA,35.22,21.09
2004,115,ALBANIA,32.73,18.98
2004,116,BERMUDAS,32.66,37.98
2004,117,KIRGUIZISTAN,29.25,20.70
2004,118,BOSNIA-HERZEGOVINA,23.90,13.20
2004,119,GABON,20.25,45.00
2004,120,QATAR,17.58,17.14
2004,121,GRANADA,16.55,18.21
2004,122,"MONTSERRAT, ISLA",15.50,19.92
2004,123,GUINEA-BISSAU,15.12,17.14
2004,124,ETIOPIA,14.20,17.75
2004,125,ESCOCIA,13.99,7.33
2004,126,PARAGUAY,13.97,2.12
2004,127,CHIPRE,13.64,22.00
2004,128,MACAO,11.96,24.79
2004,129,UCRANIA,6.13,0.11
2004,130,ESLOVAQUIA,3.47,0.44
2004,131,SRI LANKA,1.46,0.11
2004,132,"COOK, ISLAS",1.25,0.05
2004,133,GUAYANA FRANCESA,0.12,0.01
2002,1,ESTADOS UNIDOS,"315,036.40","302,437.81"
2002,2,ESPAÑA,"103,967.58","64,959.78"
2002,3,ALEMANIA,"85,159.06","72,283.07"
2002,4,HOLANDA,"42,270.08","31,053.66"
2002,5,MEXICO,"39,578.64","42,833.50"
2002,6,FRANCIA,"35,992.13","22,379.37"
2002,7,INGLATERRA,"24,853.43","17,810.64"
2002,8,ECUADOR,"21,883.35","48,646.44"
2002,9,CHILE,"17,535.19","34,128.95"
2002,10,JAPON,"17,201.12","7,857.01"
2002,11,COLOMBIA,"16,553.00","25,766.57"
2002,12,HONG KONG,"15,546.68","18,764.69"
2002,13,ITALIA,"14,457.74","8,332.41"
2002,14,CANADA,"13,289.82","12,618.43"
2002,15,BOLIVIA,"12,951.67","11,213.29"
2002,16,VENEZUELA,"12,298.58","34,582.53"
2002,17,HAITI,"11,377.21","15,373.67"
2002,18,BELGICA,"10,479.24","11,635.99"
2002,19,DINAMARCA,"7,690.32","6,989.01"
2002,20,BRASIL,"5,995.11","6,820.09"
2002,21,REPUBLICA DOMINICANA,"5,241.89","6,430.00"
2002,22,SUECIA,"4,874.26","3,689.72"
2002,23,GUATEMALA,"4,757.99","7,642.07"
2002,24,AUSTRALIA,"4,612.94","2,156.52"
2002,25,PUERTO RICO,"3,546.44","3,879.24"
2002,26,PORTUGAL,"3,430.68","3,788.17"
2002,27,SUIZA,"3,152.75","2,486.18"
2002,28,BAHAMAS,"2,257.35","2,335.57"
2002,29,"COREA (SUR), REPUBLICA DE","2,202.60","1,610.48"
2002,30,ARGENTINA,"2,128.84","1,542.21"
2002,31,NORUEGA,"1,934.56","1,581.19"
2002,32,ARUBA,"1,711.80",448.61
2002,33,URUGUAY,"1,611.78","1,294.10"
2002,34,CHINA,"1,512.99","2,136.30"
2002,35,PANAMA,"1,304.10","1,868.05"
2002,36,NICARAGUA,"1,060.87","2,307.62"
2002,37,FINLANDIA,958.97,789.50
2002,38,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",952.98,448.73
2002,39,LIBANO,949.74,799.68
2002,40,TRINIDAD Y TOBAGO,795.81,868.49
2002,41,COSTA RICA,784.62,"1,003.84"
2002,42,ISRAEL,710.78,728.10
2002,43,VIET NAM,657.76,314.12
2002,44,EMIRATOS ARABES UNIDOS,615.84,937.99
2002,45,JAMAICA,585.27,536.38
2002,46,TAIWAN (FORMOSA),556.08,382.42
2002,47,GUYANA,449.38,523.49
2002,48,ARABIA SAUDITA,434.94,716.00
2002,49,RUSIA,380.93,155.93
2002,50,GUADALUPE,377.56,265.95
2002,51,SENEGAL,370.00,"10,000.00"
2002,52,MALAYSIA,368.83,242.77
2002,53,ANTILLAS HOLANDESAS,350.45,109.19
2002,54,TURQUIA,333.72,108.07
2002,55,GRECIA,327.00,381.00
2002,56,AUSTRIA,248.95,189.17
2002,57,RUMANIA,232.30,227.70
2002,58,NUEVA ZELANDA,221.67,426.09
2002,59,EGIPTO,219.02,9.20
2002,60,HUNGRIA,217.97,4.77
2002,61,POLONIA,186.73,143.93
2002,62,HONDURAS,185.89,209.55
2002,63,JORDANIA,179.74,175.01
2002,64,EL SALVADOR,171.53,53.85
2002,65,FILIPINAS,171.14,92.98
2002,66,MALTA,157.99,144.68
2002,67,PARAGUAY,154.20,140.66
2002,68,ANDORRA,149.99,147.81
2002,69,BANGLADESH,145.75,82.00
2002,70,ZONAS FRANCAS DEL PERU,145.12,299.00
2002,71,ESTONIA,145.00,60.00
2002,72,BULGARIA,123.13,12.30
2002,73,KUWAIT,119.58,196.50
2002,74,IRLANDA (EIRE),113.89,164.40
2002,75,MARRUECOS,86.21,75.90
2002,76,SINGAPUR,86.17,65.24
2002,77,TAILANDIA,74.09,25.23
2002,78,INDONESIA,73.68,37.20
2002,79,REPUBLICA CHECA,61.82,7.87
2002,80,BARBADOS,61.41,83.85
2002,81,CROACIA,59.76,89.70
2002,82,YEMEN,57.75,85.00
2002,83,CUBA,55.78,191.93
2002,84,LITUANIA,55.22,1.75
2002,85,PERU,54.57,119.35
2002,86,"SUDAFRICA, REPUBLICA DE",54.52,53.18
2002,87,INDIA,48.11,94.33
2002,88,LUXEMBURGO,43.73,26.84
2002,89,BAHREIN,37.68,64.00
2002,90,MARTINICA,36.24,22.00
2002,91,SAN VICENTE Y LAS GRANADINAS,34.05,36.93
2002,92,"IRAN, REPUBLICA ISLAMICA DEL",33.79,1.80
2002,93,"SIRIA, REPUBLICA ARABE DE",21.91,18.75
2002,94,GEORGIA,19.71,11.26
2002,95,ISLANDIA,19.22,17.25
2002,96,SURINAM,17.45,18.25
2002,97,ESLOVENIA,14.27,24.59
2002,98,SANTA LUCIA,14.01,17.65
2002,99,CHIPRE,13.63,21.90
2002,100,UCRANIA,7.68,0.07
2002,101,YUGOSLAVIA,6.31,0.07
2002,102,REUNION,4.28,2.40
2002,103,"FEROE, ISLAS",3.83,2.38
2002,104,ZONA NEUTRAL (PALESTINA),2.46,1.02
2002,105,ESLOVAQUIA,2.23,0.11
2002,106,SAN MARINO,1.89,0.03
2002,107,ALBANIA,1.26,0.32
2002,108,PAKISTAN,0.57,0.13
2003,1,ESTADOS UNIDOS,"323,259.29","331,119.71"
2003,2,ESPAÑA,"118,596.26","73,685.70"
2003,3,ALEMANIA,"79,080.16","59,210.07"
2003,4,HOLANDA,"54,176.67","45,353.94"
2003,5,FRANCIA,"43,438.50","25,805.41"
2003,6,MEXICO,"39,444.10","45,160.36"
2003,7,INGLATERRA,"35,818.80","22,139.27"
2003,8,ECUADOR,"25,107.61","38,262.41"
2003,9,COLOMBIA,"19,282.53","36,280.38"
2003,10,BOLIVIA,"16,932.66","15,298.65"
2003,11,ITALIA,"16,517.93","9,962.78"
2003,12,JAPON,"16,412.18","7,702.11"
2003,13,BELGICA,"15,918.85","13,709.81"
2003,14,HONG KONG,"14,534.25","20,949.60"
2003,15,CHILE,"14,488.18","26,933.76"
2003,16,HAITI,"13,557.06","18,073.91"
2003,17,CANADA,"13,119.22","11,725.86"
2003,18,VENEZUELA,"8,043.60","12,302.54"
2003,19,BRASIL,"7,363.45","10,097.54"
2003,20,SUECIA,"6,490.09","4,909.01"
2003,21,URUGUAY,"6,146.44","4,234.75"
2003,22,RUSIA,"5,146.26","18,691.77"
2003,23,AUSTRALIA,"5,121.20","3,659.90"
2003,24,"COREA (SUR), REPUBLICA DE","5,075.91","3,760.97"
2003,25,PUERTO RICO,"4,517.05","4,755.87"
2003,26,REPUBLICA DOMINICANA,"4,318.32","9,542.01"
2003,27,GUATEMALA,"4,147.94","7,085.88"
2003,28,DINAMARCA,"4,000.88","3,535.37"
2003,29,PORTUGAL,"3,865.98","5,155.77"
2003,30,ARGENTINA,"3,635.23","5,894.85"
2003,31,SUIZA,"3,515.30","3,011.50"
2003,32,CHINA,"3,486.03","5,992.98"
2003,33,PANAMA,"2,327.03","3,815.87"
2003,34,TRINIDAD Y TOBAGO,"1,563.63","2,015.56"
2003,35,BAHAMAS,"1,310.20","1,807.10"
2003,36,TURQUIA,"1,184.58",495.41
2003,37,NICARAGUA,"1,126.62","2,283.49"
2003,38,FINLANDIA,"1,123.81",861.97
2003,39,COSTA RICA,"1,079.00","1,202.49"
2003,40,LIBANO,"1,018.62",958.80
2003,41,IRLANDA (EIRE),931.66,"1,116.51"
2003,42,NORUEGA,916.62,746.16
2003,43,VIET NAM,873.42,396.03
2003,44,GUINEA,819.18,907.44
2003,45,EL SALVADOR,811.32,518.87
2003,46,ISRAEL,800.88,689.74
2003,47,GRECIA,742.98,784.76
2003,48,TAIWAN (FORMOSA),617.59,304.65
2003,49,ARABIA SAUDITA,598.64,"1,005.88"
2003,50,MAURITANIA,583.69,597.87
2003,51,INDONESIA,548.05,336.62
2003,52,MALAYSIA,546.58,347.03
2003,53,POLONIA,526.30,259.75
2003,54,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",513.70,236.37
2003,55,ARUBA,478.80,301.92
2003,56,NUEVA ZELANDA,476.24,802.12
2003,57,SINGAPUR,456.44,304.40
2003,58,HONDURAS,401.27,780.05
2003,59,JAMAICA,372.70,392.89
2003,60,GUYANA,339.68,410.57
2003,61,ANTILLAS HOLANDESAS,315.99,227.72
2003,62,EMIRATOS ARABES UNIDOS,311.02,489.72
2003,63,EGIPTO,307.00,33.82
2003,64,GAMBIA,297.18,344.23
2003,65,BANGLADESH,287.98,172.00
2003,66,"IRAN, REPUBLICA ISLAMICA DEL",263.01,1.22
2003,67,"SUDAFRICA, REPUBLICA DE",262.06,145.99
2003,68,SANTA LUCIA,256.83,301.35
2003,69,NIGERIA,248.31,244.42
2003,70,RUMANIA,244.48,265.96
2003,71,BELICE,237.00,271.80
2003,72,TAILANDIA,220.42,116.02
2003,73,HUNGRIA,210.94,9.43
2003,74,FILIPINAS,208.49,176.48
2003,75,KUWAIT,208.20,337.86
2003,76,GUADALUPE,197.14,156.00
2003,77,INDIA,180.69,184.39
2003,78,BAHREIN,155.67,157.90
2003,79,AUSTRIA,153.93,81.94
2003,80,ZONAS FRANCAS DEL PERU,132.86,255.62
2003,81,SAN VICENTE Y LAS GRANADINAS,132.37,147.89
2003,82,CUBA,131.33,262.60
2003,83,GHANA,119.97,112.53
2003,84,REPUBLICA CHECA,119.70,50.28
2003,85,COSTA DE MARFIL,119.28,137.09
2003,86,MARRUECOS,117.29,67.52
2003,87,BELARUS,112.50,103.16
2003,88,JORDANIA,109.89,125.78
2003,89,ANTIGUA Y BARBUDA,101.01,112.61
2003,90,ANDORRA,93.35,56.95
2003,91,LITUANIA,92.25,3.00
2003,92,TOGO,83.55,75.81
2003,93,PAKISTAN,80.96,89.64
2003,94,SURINAM,80.06,90.74
2003,95,TONGA,73.60,40.00
2003,96,YEMEN,70.61,105.95
2003,97,LIBERIA,67.21,65.36
2003,98,SAN CRISTOBAL Y NIEVES,62.02,79.66
2003,99,"VIRGENES, ISLAS (BRITANICAS)",62.02,79.66
2003,100,BARBADOS,57.09,80.20
2003,101,DOMINICA,48.45,53.35
2003,102,MALTA,44.46,43.50
2003,103,"SIRIA, REPUBLICA ARABE DE",43.66,41.40
2003,104,CABO VERDE,41.50,100.00
2003,105,LETONIA,36.87,10.00
2003,106,BERMUDAS,32.69,36.70
2003,107,GABON,32.10,36.00
2003,108,PERU,25.22,20.04
2003,109,TUNICIA,23.86,19.34
2003,110,UCRANIA,19.55,0.49
2003,111,LIBIA,16.96,16.19
2003,112,MADAGASCAR,16.81,18.17
2003,113,CROACIA,16.64,17.44
2003,114,TODOS LOS PAISES,16.13,10.63
2003,115,MARTINICA,15.60,11.00
2003,116,GRANADA,15.51,16.40
2003,117,"CAIMAN,ISLAS",15.50,19.92
2003,118,SIERRA LEONA,15.12,17.14
2003,119,SENEGAL,15.12,17.14
2003,120,YUGOSLAVIA,14.24,0.43
2003,121,CHIPRE,12.29,11.00
2003,122,GUAYANA FRANCESA,9.60,10.22
2003,123,MOZAMBIQUE,8.32,24.00
2003,124,MAURICIO,7.50,0.10
2003,125,BULGARIA,4.30,0.52
2003,126,MOLDAVIA,3.60,2.57
2003,127,"LAOS, REPUBLICA POPULAR DEMOCRATICA DE",3.30,1.50
2003,128,ESLOVAQUIA,1.05,0.13
2003,129,PARAGUAY,1.01,0.24
2003,130,SAWSILANDIA,0.06,0.13
2003,131,NEPAL,0.03,0.01
2003,132,SRI LANKA,0.02,0.10
2005,1,ESTADOS UNIDOS,"487,028.68","370,834.08"
2005,2,ESPAÑA,"169,514.06","103,155.02"
2005,3,ALEMANIA,"121,098.10","56,472.08"
2005,4,HOLANDA,"93,553.45","65,819.92"
2005,5,MEXICO,"73,386.41","82,283.91"
2005,6,INGLATERRA,"61,460.53","38,561.69"
2005,7,FRANCIA,"57,968.80","24,673.25"
2005,8,ECUADOR,"44,817.42","69,697.59"
2005,9,COLOMBIA,"33,420.54","43,188.84"
2005,10,BELGICA,"28,874.78","21,138.80"
2005,11,CHILE,"24,648.04","35,069.44"
